,patch_id,star_id_b,star_id_r,magnitude_b,magnitude_r,asc_d,asc_m,asc_s,dec_d,dec_m,dec_s,period,frequency,num_points_good_b,num_points_good_r,asym_b,asym_r,log_p_not_variable,sigma_flux_b,sigma_flux_r,type,quality,div_period
627_4234,627.0,4234.0,4101.0,19.5809,19.1842,5.0,2.0,6.61,-67.0,47.0,47.08,2.30835,0.43321,118.0,119.0,0.934426,1.125,-1.34523,23.3746,34.8504,3.0,2.0,9.0
179_3575,179.0,3575.0,3665.0,19.7024,19.1883,5.0,34.0,48.87,-67.0,54.0,8.01,1.57798,0.633722,124.0,120.0,3.0,1.72727,-6.95298,24.8465,36.0816,3.0,3.0,3.0
48_446,48.0,446.0,354.0,17.5153,17.533,5.0,47.0,58.46,-69.0,31.0,52.31,3.76583,0.265546,123.0,123.0,0.684932,0.757143,-6.5389,155.171,148.4,3.0,1.0,8.0
574_436,574.0,436.0,508.0,18.8074,18.5624,5.0,7.0,1.75,-68.0,26.0,29.67,2.16632,0.461612,119.0,119.0,2.05128,0.367816,-4.515630000000002,52.3683,52.2806,3.0,2.0,4.0
351_4526,351.0,4526.0,4492.0,18.8166,19.5264,5.0,22.0,13.74,-68.0,41.0,19.67,1.13558,0.8806069999999999,123.0,119.0,3.24138,2.13158,-6.622510000000001,55.1906,29.3479,3.0,2.0,2.0
394_1824,394.0,1824.0,1783.0,19.3734,19.109,5.0,19.0,17.64,-66.0,7.0,28.76,1.95115,0.512518,122.0,122.0,1.17857,1.59574,-3.72565,28.7139,37.1754,3.0,2.0,7.0
3_4308,3.0,4308.0,4113.0,19.4313,19.135,5.0,44.0,50.77,-66.0,12.0,54.64,0.58281,1.71583,45.0,81.0,1.6470599999999995,1.6129,-2.91487,29.3775,37.667,3.0,2.0,1.0
181_1787,181.0,1787.0,1819.0,19.4056,18.5409,5.0,35.0,39.2,-68.0,15.0,13.46,2.43566,0.410566,124.0,118.0,1.88372,1.51064,-2.70126,28.9183,63.1498,3.0,1.0,4.0
59_7957,59.0,7957.0,7408.0,17.2386,16.6117,5.0,41.0,36.65,-66.0,20.0,25.06,11.9216,0.0838814,114.0,114.0,2.45455,1.15094,-3.47511,221.885,363.139,2.0,1.0,7.0
235_5502,235.0,5502.0,5473.0,18.8632,17.1925,5.0,29.0,58.38,-67.0,50.0,26.93,3.47254,0.28797399999999995,124.0,124.0,0.8787879999999999,0.8235290000000001,-1.34684,45.2926,208.598,3.0,0.0,7.0
726_1283,726.0,1283.0,1124.0,19.9589,19.3398,4.0,53.0,24.04,-70.0,40.0,35.1,3.1494,0.317521,117.0,111.0,1.7209299999999998,1.05556,-1.98628,18.6802,29.7094,3.0,2.0,6.0
636_3432,636.0,3432.0,3511.0,15.6081,15.1426,5.0,0.0,48.39,-69.0,31.0,54.78,109.091,0.00916666,120.0,119.0,2.07692,1.2037,-2.1692,1011.63,1412.78,2.0,1.0,8.0
399_1439,399.0,1439.0,1360.0,19.5126,18.9268,5.0,19.0,18.97,-67.0,8.0,51.75,3.84126,0.260331,121.0,122.0,1.37255,0.90625,-5.34976,25.7578,42.182,3.0,2.0,6.0
224_4528,224.0,4528.0,4665.0,19.4213,18.5718,5.0,34.0,4.53,-71.0,6.0,11.24,3.1076900000000003,0.321782,109.0,104.0,1.09615,0.507246,-0.0410662,27.5073,57.1706,3.0,0.0,5.0
219_6927,219.0,6927.0,7430.0,19.746,19.3105,5.0,35.0,2.83,-70.0,16.0,27.48,1.85276,0.5397350000000001,116.0,104.0,2.51515,1.08,-6.965910000000001,27.4792,30.8387,3.0,2.0,3.0
268_4649,268.0,4649.0,4708.0,15.6206,15.5047,5.0,28.0,30.68,-68.0,50.0,1.21,0.498197,2.0072400000000004,123.0,125.0,1.23636,0.6233770000000001,-0.254308,907.137,973.362,3.0,0.0,1.0
259_6881,259.0,6881.0,6765.0,16.3781,16.6635,5.0,29.0,8.09,-67.0,11.0,55.52,1.33152,0.751021,123.0,116.0,0.8636360000000001,0.8412700000000001,-8.13113,450.647,344.201,3.0,1.0,4.0
307_5015,307.0,5015.0,5088.0,19.4676,18.8331,5.0,26.0,50.26,-70.0,54.0,39.99,1.0673,0.936944,123.0,124.0,2.61765,1.43137,-10.2098,32.1299,48.7485,3.0,2.0,2.0
83_5392,83.0,5392.0,5636.0,17.4726,16.4636,5.0,45.0,22.33,-70.0,50.0,10.57,13.4357,0.07442860000000001,122.0,118.0,1.2181799999999998,0.475,-3.0102,166.101,399.824,2.0,1.0,12.0
611_5007,611.0,5007.0,5178.0,19.7325,19.2705,5.0,1.0,51.2,-70.0,7.0,0.62,1.25145,0.7990729999999999,117.0,118.0,2.44118,1.40816,-6.9472,23.6315,33.5131,3.0,1.0,3.0
211_1106,211.0,1106.0,1099.0,16.1973,15.5568,5.0,34.0,3.95,-68.0,39.0,11.27,9.32294,0.10726199999999997,124.0,124.0,1.58333,1.38462,-7.76863,583.7230000000002,966.702,2.0,2.0,2.0
80_20,80.0,20.0,53.0,20.3579,19.2627,5.0,46.0,47.34,-70.0,13.0,45.97,1.6626299999999998,0.601457,114.0,121.0,2.67742,0.890625,-7.55846,15.220999999999998,30.1038,3.0,2.0,3.0
680_10081,680.0,10081.0,9587.0,18.2661,17.3809,4.0,58.0,23.98,-67.0,16.0,40.61,0.5686399999999999,1.75858,119.0,115.0,1.83333,0.8548389999999999,-0.122563,81.1507,175.778,3.0,2.0,1.0
555_7458,555.0,7458.0,7728.0,16.5858,15.9137,5.0,7.0,36.01,-70.0,17.0,18.84,13.6275,0.07338099999999999,117.0,120.0,2.9,1.35294,-12.6002,457.287,704.3430000000002,2.0,2.0,5.0
147_5835,147.0,5835.0,5473.0,19.2583,18.8623,5.0,37.0,28.32,-67.0,9.0,25.65,2.41493,0.414091,123.0,121.0,1.27778,1.37255,-3.86617,32.6727,46.7834,3.0,2.0,4.0
242_4151,242.0,4151.0,4438.0,19.5581,18.894,5.0,30.0,59.22,-69.0,13.0,40.18,1.50433,0.664748,95.0,96.0,1.7941200000000002,0.655172,-5.40059,29.1076,42.1362,3.0,2.0,3.0
706_10081,706.0,10081.0,9357.0,16.6413,15.9585,4.0,56.0,32.16,-66.0,54.0,18.2,13.5484,0.0738095,116.0,114.0,2.05263,0.753846,-6.405869999999998,398.575,652.318,2.0,2.0,3.0
216_2839,216.0,2839.0,3186.0,19.3614,18.2204,5.0,33.0,58.29,-69.0,32.0,52.5,4.05252,0.24676,123.0,124.0,2.5142900000000004,1.81818,-1.1583,33.3787,87.24700000000001,3.0,1.0,7.0
388_12139,388.0,12139.0,12285.0,18.8813,17.9418,5.0,19.0,36.13,-70.0,26.0,31.18,1.16111,0.861245,113.0,110.0,1.825,3.07407,-4.47079,48.7011,115.302,3.0,1.0,2.0
268_8720,268.0,8720.0,9612.0,17.2872,17.3996,5.0,28.0,59.97,-68.0,55.0,9.09,2.71373,0.368496,123.0,125.0,0.07894739999999999,0.302083,-6.08662,169.85299999999995,163.235,1.0,2.0,1.0
358_2136,358.0,2136.0,2301.0,18.2715,16.6856,5.0,23.0,14.42,-69.0,59.0,27.27,2.25131,0.444186,124.0,119.0,1.7555599999999998,0.95082,-1.87725,81.0611,337.576,3.0,2.0,4.0
689_5365,689.0,5365.0,5509.0,16.8811,16.1676,4.0,56.0,29.63,-68.0,53.0,21.74,5.30171,0.188618,119.0,113.0,3.25,0.982456,-7.08087,353.337,544.969,2.0,2.0,2.0
518_8438,518.0,8438.0,8746.0,19.4716,19.0966,5.0,10.0,23.01,-68.0,32.0,41.83,1.7714,0.564525,117.0,116.0,2.44118,0.8125,-4.84736,31.7735,34.9634,3.0,2.0,3.0
252_357,252.0,357.0,410.0,16.9445,15.7602,5.0,33.0,30.97,-71.0,9.0,7.11,0.421702,2.37134,102.0,99.0,2.64286,1.53846,0.379432,305.952,845.72,3.0,1.0,1.0
241_6806,241.0,6806.0,7358.0,17.8656,17.9929,5.0,32.0,6.67,-69.0,4.0,34.34,1.7098099999999998,0.58486,101.0,99.0,0.16092,1.30233,-1.1281,106.607,101.946,1.0,1.0,2.0
319_6055,319.0,6055.0,5887.0,19.8164,19.2166,5.0,25.0,40.68,-67.0,59.0,50.98,2.7692,0.361115,123.0,125.0,1.5102,1.01613,-1.06721,20.3714,33.0572,3.0,1.0,5.0
653_5300,653.0,5300.0,5129.0,19.7422,19.1015,5.0,0.0,2.61,-67.0,24.0,59.29,1.37413,0.727733,119.0,114.0,2.30556,1.28,-4.5929,22.9212,37.0847,2.0,2.0,1.0
332_8013,332.0,8013.0,8299.0,19.2427,18.8323,5.0,25.0,44.7,-70.0,27.0,56.12,0.457687,2.1849,123.0,124.0,2.84375,1.0,-9.02164,40.6146,46.0596,3.0,1.0,1.0
702_8934,702.0,8934.0,8286.0,19.3019,18.8973,4.0,57.0,23.71,-66.0,10.0,1.04,1.60604,0.622649,112.0,85.0,2.86207,1.65625,-7.60116,37.9959,45.9515,3.0,2.0,3.0
524_2965,524.0,2965.0,3152.0,18.8572,18.4072,5.0,9.0,44.77,-69.0,33.0,3.79,1.19402,0.837507,117.0,120.0,2.54545,0.666667,-7.06998,52.0859,67.9144,3.0,2.0,2.0
390_8218,390.0,8218.0,8239.0,18.9774,18.0189,5.0,21.0,1.39,-70.0,50.0,30.81,6.66137,0.150119,122.0,120.0,2.48571,2.24324,-1.87142,44.3522,101.226,2.0,0.0,5.0
245_5357,245.0,5357.0,5795.0,14.5778,14.6785,5.0,30.0,47.34,-69.0,45.0,42.27,26.1357,0.038261800000000006,123.0,124.0,0.757143,0.8787879999999999,-3.43245,2332.3,2117.69,2.0,3.0,8.0
305_8130,305.0,8130.0,8356.0,19.2548,19.1108,5.0,28.0,2.5,-70.0,39.0,0.52,1.38127,0.723971,122.0,121.0,1.10345,1.24074,-2.01827,31.9764,37.7272,3.0,2.0,5.0
497_5946,497.0,5946.0,12442.0,18.6103,17.7907,5.0,10.0,41.79,-69.0,49.0,35.2,4.50791,0.22183200000000006,118.0,120.0,1.3137299999999998,0.967213,-2.87648,58.3693,120.736,3.0,1.0,6.0
307_10296,307.0,10296.0,10614.0,17.6293,16.9932,5.0,27.0,1.31,-71.0,0.0,21.21,4.2652800000000015,0.234451,123.0,125.0,2.61765,1.40385,-5.5255,155.73,262.178,3.0,2.0,6.0
237_3391,237.0,3391.0,8181.0,20.3364,19.6723,5.0,30.0,45.2,-68.0,18.0,39.76,5.63457,0.177476,122.0,120.0,1.97561,0.904762,-3.36242,13.368,21.3379,3.0,1.0,7.0
276_2536,276.0,2536.0,2739.0,18.7831,18.1813,5.0,29.0,59.19,-70.0,19.0,23.27,3.39891,0.294212,118.0,125.0,2.18919,2.47222,-3.615180000000001,55.1431,91.3575,3.0,2.0,5.0
3_6033,3.0,6033.0,6210.0,18.346,16.0035,5.0,46.0,8.92,-66.0,21.0,36.65,157.303,0.00635716,45.0,81.0,1.5,1.38235,-3.1800200000000003,75.0668,661.2589999999999,4.0,1.0,1.0
120_3701,120.0,3701.0,3458.0,18.755,18.8053,5.0,38.0,23.51,-67.0,17.0,49.2,5.67109,0.176333,122.0,113.0,0.340659,0.361446,-2.7812900000000003,47.7872,45.3895,1.0,1.0,5.0
265_2817,265.0,2817.0,2778.0,19.3626,18.771,5.0,29.0,4.15,-68.0,17.0,47.37,12.8205,0.0780001,123.0,125.0,1.32075,0.923077,-1.80818,29.2588,48.9988,2.0,2.0,5.0
608_1039,608.0,1039.0,1071.0,19.7537,19.3401,5.0,3.0,51.37,-69.0,33.0,31.36,1.23398,0.8103859999999999,117.0,117.0,0.8870969999999999,0.6714289999999999,-3.34342,19.5683,27.8307,3.0,1.0,4.0
239_8379,239.0,8379.0,9642.0,19.8521,19.3873,5.0,31.0,13.31,-68.0,45.0,4.74,0.47904,2.08751,116.0,115.0,2.22222,1.44681,-10.2539,22.6321,30.5806,3.0,2.0,1.0
618_6556,618.0,6556.0,6398.0,16.9502,16.3398,5.0,4.0,17.17,-66.0,12.0,32.36,12.5598,0.0796191,115.0,115.0,2.96552,0.619718,-5.0102699999999984,297.038,453.907,2.0,2.0,4.0
241_9362,241.0,9362.0,10419.0,16.4045,15.794,5.0,31.0,1.8,-69.0,6.0,21.2,7.588039999999999,0.131786,102.0,99.0,3.08,1.35714,-2.59004,501.682,793.485,3.0,2.0,5.0
164_4349,164.0,4349.0,10856.0,19.5918,19.0594,5.0,38.0,26.18,-70.0,22.0,27.57,2.43806,0.410162,124.0,119.0,2.75758,0.859375,-3.84039,27.8216,37.0127,3.0,2.0,4.0
334_4000,334.0,4000.0,4001.0,19.459,19.2109,5.0,25.0,1.47,-70.0,46.0,56.61,4.2527599999999985,0.235141,124.0,122.0,1.69565,1.65217,-7.437019999999999,28.8664,34.9294,3.0,2.0,8.0
493_517,493.0,517.0,562.0,18.5764,17.9027,5.0,13.0,2.07,-69.0,1.0,52.5,1.13252,0.8829870000000001,118.0,120.0,2.57576,1.7907,-1.07815,65.0102,115.719,3.0,1.0,2.0
361_9266,361.0,9266.0,9366.0,19.7984,19.3615,5.0,23.0,0.66,-70.0,40.0,22.83,1.68437,0.5936939999999999,124.0,119.0,0.968254,0.776119,0.00803655,19.3446,28.4113,3.0,1.0,3.0
595_4120,595.0,4120.0,3827.0,19.9585,19.3238,5.0,4.0,38.21,-67.0,6.0,1.48,4.6271,0.216118,119.0,117.0,1.47917,0.857143,-3.1286,17.7559,29.2792,3.0,1.0,7.0
638_898,638.0,898.0,957.0,19.808,19.5498,5.0,1.0,18.63,-69.0,56.0,5.44,2.13276,0.468876,119.0,103.0,2.60606,1.14583,-5.47544,24.1051,26.3127,3.0,2.0,4.0
93_181,93.0,181.0,164.0,19.5502,19.0211,5.0,41.0,45.27,-67.0,24.0,59.15,3.37949,0.295903,98.0,117.0,2.26667,1.6590900000000002,-2.79164,29.3306,41.736,3.0,1.0,7.0
552_2640,552.0,2640.0,2818.0,19.3417,19.0505,5.0,7.0,39.55,-69.0,32.0,30.67,1.57007,0.636914,118.0,117.0,2.37143,1.48936,-6.20029,34.3204,40.4787,3.0,2.0,3.0
82_421,82.0,421.0,429.0,17.5494,16.504,5.0,47.0,12.63,-70.0,41.0,12.13,5.07616,0.196999,122.0,118.0,1.30189,1.51064,-8.16124,154.97299999999996,407.8730000000001,2.0,2.0,5.0
668_86,668.0,86.0,146.0,19.4423,19.6997,4.0,58.0,59.37,-70.0,16.0,16.55,3.5968400000000003,0.278022,118.0,91.0,1.68182,1.11628,-5.26647,28.0821,22.1954,3.0,2.0,6.0
117_7355,117.0,7355.0,7355.0,19.158,18.8917,5.0,38.0,33.09,-66.0,44.0,50.96,0.921023,1.08575,120.0,113.0,1.30769,0.915254,-4.21637,35.6756,44.0114,3.0,2.0,3.0
114_778,114.0,778.0,704.0,16.7531,16.1715,5.0,38.0,36.18,-66.0,7.0,33.54,3.33707,0.299664,121.0,113.0,1.16071,3.18519,-2.08682,314.841,576.719,2.0,2.0,2.0
491_10008,491.0,10008.0,10741.0,18.8514,18.8402,5.0,11.0,52.13,-68.0,40.0,56.9,2.32021,0.430995,117.0,111.0,2.44118,1.46667,-2.32154,50.7575,49.2473,3.0,1.0,4.0
332_4081,332.0,4081.0,4254.0,19.3471,19.249,5.0,24.0,53.92,-70.0,21.0,34.08,1.6701700000000002,0.598741,124.0,117.0,0.56962,0.6027399999999999,-1.6886,28.2134,30.9015,3.0,1.0,5.0
663_10875,663.0,10875.0,11167.0,14.93,14.8507,4.0,58.0,5.65,-69.0,27.0,15.35,73.5552,0.0135952,120.0,114.0,1.72727,0.23913,-5.23499,1880.73,1697.61,2.0,2.0,2.0
326_8528,326.0,8528.0,9478.0,17.206,16.3395,5.0,24.0,59.03,-69.0,18.0,15.25,5.24019,0.190833,123.0,123.0,3.1,1.32075,-4.45413,229.483,471.484,3.0,1.0,7.0
521_3228,521.0,3228.0,3372.0,18.3309,18.4566,5.0,9.0,55.55,-68.0,59.0,40.13,49.0082,0.0204047,117.0,117.0,2.0,2.25,-1.41505,79.35600000000002,75.8165,1.0,0.0,6.0
561_2283,561.0,2283.0,2318.0,19.3243,18.9978,5.0,7.0,51.58,-65.0,57.0,51.81,1.7671599999999998,0.56588,61.0,79.0,1.44,0.926829,-0.783702,30.5051,39.6512,3.0,0.0,3.0
484_8852,484.0,8852.0,9604.0,20.3678,19.4905,5.0,12.0,1.33,-67.0,25.0,34.43,1.49864,0.667272,116.0,117.0,2.625,0.918033,0.175672,12.999,25.6992,3.0,0.0,3.0
182_10222,182.0,10222.0,10530.0,19.2701,18.8163,5.0,34.0,43.71,-68.0,28.0,49.94,1.52686,0.654939,124.0,124.0,2.75758,1.33962,-8.581339999999999,38.2265,47.9424,3.0,2.0,3.0
21_8579,21.0,8579.0,8291.0,17.808,17.038,5.0,45.0,17.17,-65.0,52.0,59.08,3.7317,0.267974,114.0,109.0,2.08108,1.22449,-3.95326,128.07,247.33900000000003,3.0,2.0,5.0
336_4161,336.0,4161.0,4167.0,19.2742,18.8594,5.0,24.0,48.79,-71.0,9.0,2.63,1.79726,0.556403,111.0,96.0,3.26923,0.8461540000000001,-6.89533,38.1497,44.81,3.0,2.0,3.0
164_1333,164.0,1333.0,1400.0,16.3984,15.6393,5.0,39.0,32.28,-70.0,19.0,39.23,13.2618,0.0754045,124.0,122.0,1.38462,0.820896,-7.6379800000000015,459.515,875.9110000000002,2.0,1.0,6.0
146_2718,146.0,2718.0,2778.0,18.8317,18.3163,5.0,36.0,29.05,-66.0,52.0,19.64,3.44661,0.29014,123.0,122.0,2.61765,1.30189,-2.2542,49.929,76.3829,3.0,1.0,6.0
528_908,528.0,908.0,906.0,17.3969,16.282,5.0,10.0,1.77,-70.0,23.0,33.34,1.59361,0.627506,118.0,120.0,0.84375,0.7391300000000001,0.210221,174.983,483.205,3.0,1.0,4.0
257_4543,257.0,4543.0,4340.0,16.0996,16.0377,5.0,28.0,0.25,-66.0,42.0,57.97,0.995804,1.00421,123.0,115.0,1.19643,1.2549,-0.250318,581.2130000000002,619.48,3.0,0.0,1.0
350_1942,350.0,1942.0,1944.0,19.4228,19.0702,5.0,23.0,10.64,-68.0,27.0,1.51,1.48802,0.672034,123.0,125.0,1.5102,0.923077,-2.90416,28.3629,37.3361,3.0,2.0,6.0
517_58,517.0,58.0,60.0,19.3984,18.8704,5.0,11.0,26.32,-68.0,14.0,34.21,0.565783,1.7674599999999998,115.0,119.0,3.10714,1.125,-8.86026,35.0929,45.5575,3.0,2.0,1.0
269_8145,269.0,8145.0,9387.0,20.0754,19.2646,5.0,29.0,0.69,-69.0,5.0,12.19,2.10878,0.474208,117.0,114.0,1.925,1.42553,-1.38446,17.7783,33.9572,3.0,1.0,4.0
322_8651,322.0,8651.0,9047.0,16.5667,15.7634,5.0,24.0,36.56,-68.0,35.0,48.03,17.3698,0.0575712,123.0,125.0,2.15385,1.84091,-4.98535,439.735,857.288,2.0,2.0,5.0
20_1430,20.0,1430.0,1723.0,19.1868,18.167,5.0,49.0,46.61,-69.0,29.0,53.88,1.68511,0.593433,97.0,105.0,1.425,0.981132,-0.616681,34.9771,86.3125,3.0,1.0,3.0
482_548,482.0,548.0,495.0,18.4633,18.1327,5.0,13.0,49.03,-66.0,52.0,22.28,3.72574,0.268403,117.0,115.0,0.181818,0.8253969999999999,-3.65701,59.0751,88.3341,1.0,1.0,2.0
312_3413,312.0,3413.0,3355.0,16.7035,16.0693,5.0,24.0,30.16,-66.0,29.0,38.11,9.25922,0.108,123.0,125.0,1.92857,0.953125,-3.42364,373.619,594.069,2.0,1.0,7.0
262_2879,262.0,2879.0,2747.0,17.0805,16.2143,5.0,28.0,51.2,-67.0,41.0,55.53,0.996135,1.00388,123.0,125.0,0.732394,0.146789,-1.13154,232.807,466.611,1.0,0.0,1.0
325_9661,325.0,9661.0,10257.0,18.0069,18.0146,5.0,24.0,40.1,-69.0,8.0,29.33,0.8914120000000001,1.12182,123.0,125.0,1.6739099999999998,0.953125,0.265754,101.923,98.591,3.0,0.0,4.0
84_1808,84.0,1808.0,1871.0,18.386,18.4276,5.0,46.0,59.68,-71.0,0.0,7.56,3.33681,0.299687,108.0,101.0,0.35,0.6290319999999999,-5.87956,64.9756,67.0805,1.0,1.0,5.0
638_2815,638.0,2815.0,9105.0,19.4703,19.041,5.0,0.0,35.16,-69.0,57.0,46.83,1.45512,0.687229,118.0,118.0,2.47059,0.903226,-4.98075,29.7313,38.2126,3.0,1.0,3.0
184_5164,184.0,5164.0,5118.0,16.971,15.7331,5.0,34.0,39.62,-68.0,48.0,35.87,30.4569,0.0328333,124.0,124.0,2.44444,0.722222,-9.44525,301.742,790.382,2.0,2.0,6.0
298_2352,298.0,2352.0,2552.0,15.789,16.2046,5.0,27.0,21.51,-69.0,15.0,50.98,2.6359,0.379377,123.0,125.0,0.481928,0.470588,-10.2928,740.457,508.245,1.0,1.0,5.0
327_9963,327.0,9963.0,11540.0,14.3964,14.1857,5.0,24.0,13.5,-69.0,30.0,2.18,52.5,0.0190476,124.0,120.0,1.58333,2.87097,-7.81785,3017.42,3612.74,2.0,2.0,4.0
646_4242,646.0,4242.0,4278.0,19.443,18.9112,5.0,1.0,24.81,-66.0,4.0,30.48,3.37732,0.296093,117.0,114.0,1.2941200000000002,1.23529,-2.2574,27.1311,43.3324,3.0,2.0,5.0
510_3414,510.0,3414.0,3190.0,16.8013,16.2864,5.0,10.0,49.74,-66.0,51.0,15.25,11.1613,0.0895953,117.0,119.0,1.6590900000000002,0.8307690000000001,-3.76712,328.658,482.236,2.0,1.0,6.0
99_2718,99.0,2718.0,2642.0,19.9618,19.1156,5.0,41.0,44.75,-68.0,32.0,18.93,1.85809,0.538187,117.0,115.0,1.05263,0.8548389999999999,-1.93168,16.3858,34.7638,3.0,1.0,3.0
546_649,546.0,649.0,6737.0,19.3949,18.5207,5.0,9.0,2.25,-68.0,28.0,18.74,1.0556299999999998,0.947302,117.0,120.0,2.65625,1.0,-6.3175300000000005,33.911,62.43600000000001,3.0,2.0,2.0
602_4404,602.0,4404.0,4461.0,19.8214,19.3466,5.0,3.0,32.86,-68.0,23.0,30.91,1.77673,0.562832,118.0,118.0,2.57576,1.10714,-2.96696,21.5877,30.0662,3.0,2.0,3.0
580_9758,580.0,9758.0,10371.0,19.728,18.4614,5.0,5.0,0.35,-69.0,38.0,35.25,2.3713,0.42171,119.0,119.0,1.975,1.76744,-3.3727400000000003,23.9787,71.1601,3.0,1.0,4.0
156_9625,156.0,9625.0,10408.0,19.8503,19.1996,5.0,37.0,13.86,-68.0,55.0,14.61,0.59241,1.68802,122.0,120.0,2.8125,1.18182,-5.03942,23.055,34.3712,3.0,2.0,1.0
272_6019,272.0,6019.0,6519.0,15.8244,15.1453,5.0,30.0,31.03,-69.0,41.0,26.23,1.99083,0.5023029999999999,123.0,125.0,1.61702,1.23214,-0.254443,760.2639999999999,1395.9,3.0,0.0,2.0
325_4790,325.0,4790.0,5055.0,18.4815,15.9648,5.0,24.0,17.22,-68.0,59.0,7.93,1.44159,0.693679,123.0,125.0,2.96774,0.923077,-3.32146,76.0667,648.775,3.0,2.0,3.0
747_5232,747.0,5232.0,5253.0,18.2969,17.94,4.0,51.0,30.02,-69.0,16.0,17.05,36.3637,0.0275,118.0,115.0,1.62222,3.10714,-0.359861,78.426,114.904,2.0,1.0,9.0
279_8682,279.0,8682.0,9198.0,19.8775,19.4562,5.0,29.0,58.77,-71.0,3.0,33.39,3.93077,0.25440300000000005,120.0,108.0,2.42857,1.45455,-3.08902,20.2999,28.8908,3.0,1.0,7.0
524_5319,524.0,5319.0,5684.0,18.4981,18.5658,5.0,8.0,46.84,-69.0,37.0,19.04,1.08649,0.920395,119.0,120.0,1.83333,1.35294,-1.82999,67.8341,62.4649,3.0,2.0,2.0
724_7793,724.0,7793.0,7735.0,19.3474,18.8232,4.0,53.0,21.67,-70.0,22.0,51.7,1.26731,0.7890729999999999,117.0,112.0,2.25,1.15385,-8.38824,33.0854,47.9458,3.0,2.0,2.0
187_7658,187.0,7658.0,8930.0,17.7155,15.3493,5.0,35.0,55.04,-69.0,30.0,12.9,160.305,0.00623811,124.0,119.0,1.43137,1.08772,-15.991,143.85399999999996,1230.04,4.0,2.0,1.0
388_12451,388.0,12451.0,12601.0,18.2876,17.0198,5.0,21.0,23.15,-70.0,31.0,15.58,5.21482,0.191761,113.0,110.0,1.40426,1.15686,-1.69333,78.6655,252.254,3.0,1.0,7.0
582_3740,582.0,3740.0,3768.0,19.0263,18.3975,5.0,4.0,41.06,-69.0,59.0,10.91,2.33181,0.428851,119.0,119.0,2.30556,1.2037,-6.63237,44.726000000000006,70.8247,3.0,2.0,4.0
333_7581,333.0,7581.0,7706.0,19.278,19.05,5.0,25.0,59.03,-70.0,37.0,43.04,2.68271,0.372757,123.0,124.0,1.61702,1.6383,-7.36229,33.1458,40.8145,3.0,2.0,5.0
687_1284,687.0,1284.0,1259.0,19.997,19.1434,4.0,58.0,16.62,-68.0,31.0,33.31,1.4164,0.706015,105.0,104.0,2.28125,1.2608700000000002,-4.70038,20.9031,36.9827,3.0,2.0,3.0
164_8045,164.0,8045.0,8576.0,18.6716,18.4622,5.0,39.0,18.78,-70.0,23.0,45.95,1.09055,0.916969,124.0,122.0,0.409091,0.936508,0.0576837,50.6692,66.6099,1.0,1.0,2.0
372_5086,372.0,5086.0,4944.0,17.6542,16.035,5.0,19.0,57.2,-67.0,16.0,33.6,222.222,0.0045,123.0,124.0,0.952381,0.158879,-3.62203,138.735,557.638,4.0,1.0,2.0
551_10427,551.0,10427.0,11314.0,18.7767,17.6625,5.0,6.0,56.94,-69.0,30.0,27.61,1.7031599999999998,0.587144,117.0,120.0,2.9,1.10526,-2.15671,54.3811,138.767,3.0,2.0,3.0
502_9155,502.0,9155.0,8842.0,19.1487,18.3637,5.0,11.0,16.53,-70.0,49.0,55.71,1.06795,0.936373,117.0,117.0,1.16667,0.746269,-0.787543,35.5046,70.7077,3.0,1.0,3.0
387_8012,387.0,8012.0,8233.0,19.6606,18.081,5.0,21.0,9.68,-70.0,17.0,45.96,2.6661900000000003,0.375067,123.0,119.0,2.5142900000000004,0.676056,-3.34721,24.2985,91.9992,3.0,1.0,5.0
42_8686,42.0,8686.0,8119.0,19.5441,19.0398,5.0,45.0,16.1,-68.0,25.0,46.05,0.511825,1.95379,122.0,121.0,2.69697,1.95122,-9.38455,28.5227,41.3533,3.0,2.0,1.0
669_7967,669.0,7967.0,7857.0,19.3017,18.8393,4.0,57.0,49.76,-70.0,33.0,52.61,1.70842,0.585336,120.0,115.0,2.63636,4.0,-2.2472,33.0913,52.3683,3.0,2.0,3.0
242_9470,242.0,9470.0,10668.0,19.8414,19.365,5.0,30.0,50.06,-69.0,21.0,4.23,575.3430000000002,0.00173809,102.0,82.0,2.09091,1.0,-1.86055,22.1432,29.0212,2.0,1.0,2.0
638_3404,638.0,3404.0,3480.0,19.2244,18.7682,5.0,0.0,23.67,-69.0,56.0,1.32,1.02813,0.97264,119.0,117.0,2.4,1.7209299999999998,-11.4183,37.4534,51.9444,3.0,2.0,2.0
301_6527,301.0,6527.0,7066.0,15.5253,15.8212,5.0,28.0,6.54,-69.0,52.0,8.82,229.508,0.00435715,123.0,125.0,0.892308,0.344086,-1.09039,971.09,689.128,1.0,0.0,1.0
362_8894,362.0,8894.0,8827.0,18.8531,15.9025,5.0,23.0,4.7,-70.0,50.0,29.75,240.0,0.00416667,123.0,124.0,0.8636360000000001,0.7971010000000001,-12.3584,45.4789,688.102,4.0,1.0,2.0
709_8518,709.0,8518.0,8015.0,19.2131,18.8988,4.0,56.0,46.18,-67.0,25.0,59.77,1.37005,0.7299,116.0,114.0,1.41667,0.5616439999999999,-0.0445376,33.6364,42.3377,3.0,1.0,6.0
